id,donor,donor_short,canonical_key,aliases,donor_category,website,ngo_eligible,for_profit_eligible,direct_local_org_eligible,govt_or_ccm_route_required,grant_route,procurement_tender_route,loan_dev_finance_route,subrecipient_partner_possible,open_call_unsolicited,invitation_solicited,two_stage_application,online_portal_submission,active_route_status,funding_scope_geographic,lmic_africa_focus,global_multi_country_scope,priority_program_areas,infectious_diseases_fit,hiv_aids_fit,tb_fit,malaria_fit,immunization_vaccines_fit,mnch_fit,srhr_family_planning_fit,nutrition_fit,ncds_fit,hss_fit,digital_health_data_ai_fit,education_fit,economic_development_fit,climate_environment_fit,agriculture_food_security_fit,governance_equity_rights_fit,local_registration_required,local_board_required,authorized_signatory_signoff_required,govt_endorsement_letter_required,tax_exempt_status_required,sam_uei_registration_required,prior_track_record_required,partnership_mandatory,local_partner_required,prefinance_required,cost_sharing_match_required,audited_financials_required,ethics_irb_approval_required,concept_note_required,full_technical_proposal_required,detailed_budget_required,budget_narrative_required,logframe_results_framework_required,theory_of_change_required,workplan_timeline_required,mande_plan_required,cvs_key_personnel_required,org_capacity_statement_required,letters_of_support_required,partner_mou_required,registration_certificate_required,bank_details_required,due_diligence_questionnaire_required,safeguarding_policy_required,data_management_plan_required,risk_management_plan_required,sustainability_exit_plan_required,gender_inclusion_plan_required,environmental_safeguard_required,procurement_plan_required,org_chart_staffing_required,audit_report_required,references_required,award_low_usd,award_high_usd,total_annual_funding_global,funding_mechanism,verification_level,verification_caveats,evidence_summary,notes,source_urls,updated_at,hq_address,hq_country,main_phone,general_email,contact_persons,contact_emails,contact_phones,donor_linkedin_url,contact_linkedin_urls,other_profile_urls,award_size_basis,online_source_check_status,last_checked,row_type,summary_description,mission,vision,donor_values,strategy_url,total_awards,total_funding_to_date,current_awards,past_awards,projected_budget,funding_cycle,recent_activity,application_process,reporting_requirements,past_projects_json,funded_geographies,projected_budget_period,founded,parent_organization,strategic_priorities,in_scope,out_of_scope,selection_criteria,funding_programs,funding_tiers_json,eligibility_notes,application_deadlines,submission_portal_url,strategic_fit_notes,gaps_risks,recommended_approach,program_area_ratings,funders_collaborators,independent_entity_required,welcome_registration_required,hq_country_required,org_stage_required,max_annual_budget_usd,min_track_record_usd,required_partner_type,required_partner_country,max_request_pct_of_budget,min_cofinancing_secured_pct,donor_type,is_dual_role_implementer,opportunity_listing_urls
30,Hewlett Foundation,HF,william and flora hewlett foundation,Hewlett Foundation; William and Flora Hewlett Foundation,International philanthropies & foundations,https://www.hewlett.org/,yes,,Yes — direct,,yes,,,yes,no,yes,,,Active,"[""Sub-Saharan Africa"",""Global"",""United States""]",yes,,"[""Digital Health (+AI)"",""Research"",""Climate Adaptation & Resilience"",""Gender Equality & GBV"",""Democracy & Civic Participation"",""Health Financing"",""MNCH"",""SRH"",""Basic Education"",""MSME & Entrepreneurship"",""Human Rights & Justice""]",,,,,,yes,yes,,,yes,yes,,yes,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$2.00M,$20.00M,$400M+,"[""Grants""]",medium,Eligibility requirements vary by call/RFP; use the opportunity package as binding source before application.,"Publicly mapped priorities in uploaded donor intelligence include: Family Planning & Reproductive Health. Universal Health Coverage & Financing. Maternal, Neonatal & Child Health. HEALTH SYSTEMS STRENGTHENING. Health systems strengthening (HSS). Yes- HSS, digital health.","$631M/yr total (2024). Gender Equity & Governance program: $148.5M in 2024. Focus on reproductive health in East & Francophone West Africa. 42% to local-led orgs. Key partner for SRHR, family planning, women's economic empowerment. <1% success for unsolicited applications. Governance program supports responsive governance in East & West Africa. Potential alignment for health financing reforms and evidence-based policymaking.",https://www.hewlett.org; https://hewlett.org/grants/,2026-06-24T00:00:00+01:00,,United States,,,,,,,,,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_or_institutional_sources_only,2026-06-24,donor_or_funder,,,,,,,,,,,Ad hoc / by announcement,,By invitation only,Unknown,[],,,,,,,,,,[],,,,,,,"{""Digital Health (+AI)"":4,""Research"":4,""Climate Adaptation & Resilience"":5,""Gender Equality & GBV"":5,""Democracy & Civic Participation"":5,""Health Financing"":4,""MNCH"":4,""SRH"":4,""MSME & Entrepreneurship"":4,""Basic Education"":5,""Human Rights & Justice"":4}",,,,,,,,,,,,Private Foundation & Philanthropic Organization,no,https://hewlett.org/grants/
105,Howard G. Buffett Foundation,,howard g. buffett foundation,Howard G. Buffett Foundation,International philanthropies & foundations,,,,Unknown,,yes,,,,,,,,Unknown,[],,,"[""Food Security & Resilience"",""Smallholder Productivity"",""Nutrition""]",,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Opportunity listing URL not verified in this pass.,Publicly mapped priorities in uploaded donor intelligence include: Agriculture. Food security.,,https://www.thehowardgbuffettfoundation.org/,2026-06-24T00:00:00+01:00,,,,,,,,,,,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_source_cross_checked,2026-06-24,donor_or_funder,,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Food Security & Resilience"":4,""Smallholder Productivity"":4,""Nutrition"":4}",,,,,,,,,,,,Private Foundation & Philanthropic Organization,no,
32,IKEA Foundation,IKEA Fdn,ikea foundation,IKEA Foundation,International philanthropies & foundations,https://ikeafoundation.org,yes,,Yes — via competitive RFP / invited proposal,,yes,,,,,,,,Active,"[""Global"",""Africa""]",,,"[""Climate Adaptation & Resilience"",""Jobs & Skills"",""Emergency Response""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",medium,Eligibility requirements vary by call/RFP; use the opportunity package as binding source before application.,Official website and opportunity/policy page identified; field-level eligibility remains call-specific unless captured from a binding call package.,,https://ikeafoundation.org/grants/; https://ikeafoundation.org/,2026-06-24T00:00:00+01:00,,Netherlands,,,,,,,,,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_source_cross_checked,2026-06-24,donor_or_funder,,,,,,,,,,,Ad hoc / by announcement,,By invitation only,Unknown,[],,,,,,,,,,[],,,,,,,"{""Jobs & Skills"":5,""Climate Adaptation & Resilience"":5,""Emergency Response"":5}",,,,,,,,,,,,Private Foundation & Philanthropic Organization,no,https://ikeafoundation.org/grants/
59,International Cancer Foundation,ICF,international cancer foundation,International Cancer Foundation,International philanthropies & foundations,,,,Unknown,,yes,,,,,,,,Unknown,[],,,"[""Cancer""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Opportunity listing URL not verified in this pass.,,,https://internationalcancerfoundation.org/; https://internationalcancerfoundation.org/what-we-do/,2026-06-24T00:00:00+01:00,,,,,,,,,,,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_source_cross_checked,2026-06-24,donor_or_funder,,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,1969,,,,,,,[],,,,,,,"{""Cancer"":5}",,,,,,,,,,,,Private Foundation & Philanthropic Organization,no,
12,Italian Agency for Development Cooperation,AICS,italian agency for development cooperation,Italian Agency for Development Cooperation,Bilaterals / government development agencies,https://www.aics.gov.it,yes,yes,Yes — via competitive RFP / invited proposal,,yes,yes,,,,,,,Active,"[""Africa"",""Global South"",""LMICs""]",,,"[""MNCH"",""Health Financing"",""Emergency Response"",""Food Security & Resilience""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants"",""Procurement / contracts"",""Technical assistance""]",medium,Eligibility requirements vary by call/RFP; use the opportunity package as binding source before application.,Official website and opportunity/policy page identified; field-level eligibility remains call-specific unless captured from a binding call package.,,https://www.aics.gov.it/language/en/; https://www.aics.gov.it/home-eng/opportunities/noprofit-development/; https://www.aics.gov.it; https://openaid.aics.gov.it,2026-06-24T00:00:00+01:00,,Italy,,,,,,,,,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_source_cross_checked,2026-06-24,donor_or_funder,,,,,,,,,,,Ad hoc / by announcement,,Competitive tender / RFP,Unknown,[],,,2016,,,,,,,[],,,,,,,"{""Food Security & Resilience"":5,""Health Financing"":5,""Emergency Response"":5,""MNCH"":5}",,,,,,,,,,,,Institutional Donor / Government Development Agency,no,https://www.aics.gov.it/home-eng/opportunities/noprofit-development/|https://openaid.aics.gov.it|https://www.aics.gov.it/home-ita/opportunita/
69,IZUMI Foundation,,izumi foundation,IZUMI Foundation,International philanthropies & foundations,https://izumi.org/,,,Yes — direct,,yes,,,,,,,,Unknown,"[""Sub-Saharan Africa"",""Africa""]",yes,,"[""Health Financing"",""MNCH"",""SRH"",""Pandemic Response""]",yes,,,,,yes,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$2M–$5M (est.),"[""Grants""]",medium,Opportunity listing URL not verified in this pass.,"Publicly mapped priorities in uploaded donor intelligence include: Infectious Diseases. Maternal, Neonatal & Child Health (MNCH). Health systems strengthening (HSS). Yes - Maternal/child health in underserved areas.",Small foundation: MNCH and reproductive health in Sub-Saharan Africa.,https://izumi.org,2026-06-24T00:00:00+01:00,,,,,,,,,,,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_or_institutional_sources_only,2026-06-24,donor_or_funder,,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Health Financing"":4,""MNCH"":4,""SRH"":4,""Pandemic Response"":4}",,,,,,,,,,,,Private Foundation & Philanthropic Organization,no,
33,Japan International Cooperation Agency (JICA),JICA,jica,Japan International Cooperation Agency; Government of Japan (JICA),Bilaterals / government development agencies,https://www.jica.go.jp/english/,yes,yes,Unknown,,yes,yes,yes,,,,,,Active,"[""Global"",""Africa"",""LMICs""]",,,"[""Health Financing"",""Basic Education"",""Safe Water"",""Climate Adaptation & Resilience"",""Pandemic Response""]",yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants"",""Loans / concessional finance"",""Technical assistance"",""Procurement / contracts""]",medium,Eligibility requirements vary by call/RFP; use the opportunity package as binding source before application.,Publicly mapped priorities in uploaded donor intelligence include: Health infrastructure. Infectious disease control.,,https://www.jica.go.jp/english/activities/schemes/grant_aid/index.html; https://www.jica.go.jp/english/activities/; https://www.jica.go.jp/english/; https://www.jica.go.jp/english/our_work/procurement/index.html,2026-06-24T00:00:00+01:00,,Japan,,,,,,,,,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_source_cross_checked,2026-06-24,donor_or_funder,,,,,,,,,,,Ad hoc / by announcement,,Competitive tender / RFP,Unknown,[],,,1974,,,,,,,[],,,,,,,"{""Health Financing"":5,""Basic Education"":5,""Climate Adaptation & Resilience"":5,""Pandemic Response"":4,""Safe Water"":5}",,,,,,,,,,,,Institutional Donor / Government Development Agency,no,https://www.jica.go.jp/english/activities/schemes/grant_aid/index.html|https://www.jica.go.jp/english/our_work/procurement/index.html
51,Joint United Nations Programme on HIV/AIDS (UNAIDS),UNAIDS,unaids,Joint United Nations Programme on HIV/AIDS; Joint United Nations Programme on HIV/AIDS (UNAIDS),Multilaterals & development banks,https://www.unaids.org,yes,yes,Unknown,,yes,yes,,yes,,,,,Active,"[""Global""]",yes,yes,"[""HIV/AIDS"",""Digital Health (+AI)"",""Human Rights & Justice"",""Gender Equality & GBV"",""Pandemic Response""]",yes,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Procurement / contracts"",""Technical assistance"",""Grants""]",medium,Eligibility requirements vary by call/RFP; use the opportunity package as binding source before application.,Publicly mapped priorities in uploaded donor intelligence include: HIV/AIDS prevention. Treatment. Awareness.,,https://www.unaids.org/; https://www.unaids.org/en/aboutunaids/workatunaidssecretariat/requestforproposals,2026-06-24T00:00:00+01:00,,Switzerland,,,,,,,,,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_source_cross_checked,2026-06-24,donor_or_funder,,,,,,,,,,,Ad hoc / by announcement,,Competitive tender / RFP,Unknown,[],,,1996,,,,,,,[],,,,,,,"{""HIV/AIDS"":5,""Digital Health (+AI)"":4,""Gender Equality & GBV"":5,""Human Rights & Justice"":5,""Pandemic Response"":4}",,,,,,,,,,,,Multilateral / Development Bank / Global Health Partnership,no,https://www.unaids.org/en/aboutunaids/workatunaidssecretariat/requestforproposals
34,KfW Development Bank,KfW,kfw development bank,KfW Development Bank; GIZ / KfW (Germany); GIZ/KfW (German Cooperation); German Development Bank (KfW),Bilaterals / government development agencies,https://www.giz.de/en/partner/funding,yes,yes,Unknown,yes,yes,yes,yes,yes,,,,,Active,"[""Sub-Saharan Africa"",""LMICs"",""Global South"",""Africa""]",yes,,"[""Digital Health (+AI)"",""Democracy & Civic Participation"",""Health Financing"",""Clean & Renewable Energy"",""Safe Water"",""Human Rights & Justice""]",,,,,,,,,,yes,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$5.00M,$50.00M,,"[""Loans / concessional finance"",""Procurement / contracts"",""Co-financing"",""Grants""]",medium,Eligibility requirements vary by call/RFP; use the opportunity package as binding source before application.,Publicly mapped priorities in uploaded donor intelligence include: Health infrastructure. Disease prevention. Universal Health Coverage & Financing. Health Information Systems & Data. Primary Health Care Strengthening. HEALTH SYSTEMS STRENGTHENING. Health systems strengthening (HSS). Cross cutting.,"Universal Health Coverage (UHC), health financing, health insurance. GIZ supports UHC reforms in several African countries. GIZ Digital Health Hub, DHIS2 support, information systems. Operational presence in 30+ African countries. €3 billion/year for health and development. Active across Sub-Saharan Africa: HSS, digital health, CSU, health infrastructure. KfW finances the construction/renovation of facilities.",https://www.giz.de/en/partner/funding; https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/; https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/About-us/Procurement/,2026-06-24T00:00:00+01:00,,Germany,,,,,,,,,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_or_institutional_sources_only,2026-06-24,donor_or_funder,,,,,,,,,,,Ad hoc / by announcement,,Competitive tender / RFP,Unknown,[],,,1948,,,,,,,[],,,,,,,"{""Digital Health (+AI)"":4,""Democracy & Civic Participation"":4,""Health Financing"":5,""Clean & Renewable Energy"":5,""Human Rights & Justice"":4,""Safe Water"":5}",,,,,,,,,,,,Institutional Donor / Government Development Agency,no,https://www.giz.de/en/partner/funding|https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/About-us/Procurement/
36,King Salman Humanitarian Aid and Relief Centre,KSrelief,king salman humanitarian aid and relief centre,King Salman Humanitarian Aid and Relief Centre,International philanthropies & foundations,,,,Unknown,,yes,,,,,,,,Unknown,[],,,"[""Digital Health (+AI)"",""Emergency Response""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Opportunity listing URL not verified in this pass.,,,https://www.ksrelief.org/,2026-06-24T00:00:00+01:00,,,,,,,,,,,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_source_cross_checked,2026-06-24,donor_or_funder,,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Digital Health (+AI)"":4,""Emergency Response"":4}",,,,,,,,,,,,Private Foundation & Philanthropic Organization,no,
84,Knight Foundation,,knight foundation,Knight Foundation,International philanthropies & foundations,https://lnkd.in/dwHhEJkm,,,Unknown,,yes,,,,yes,,,,Unknown,"[""Sub-Saharan Africa"",""LMICs"",""Africa""]",yes,,"[""Digital Health (+AI)"",""Research"",""Democracy & Civic Participation"",""Human Rights & Justice""]",,,,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$25K,$500K,$200M+,"[""Grants"",""Prizes / challenges""]",medium,Opportunity listing URL not verified in this pass.,Publicly mapped priorities in uploaded donor intelligence include: Social Justice & Inequality Reduction. CROSS-CUTTING. No - Limited health focus.,"DDCF funds medical research and community health projects. possible proposal alignments. $130M/yr, $2.6B assets. US-focused: journalism, arts, community engagement in 26 US cities. No international programs or global health funding. Not relevant for the NGO health programs.",https://lnkd.in/dwHhEJkm,2026-06-24T00:00:00+01:00,,,,,,,,,,,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_or_institutional_sources_only,2026-06-24,donor_or_funder,,,,,,,,,,,Unknown,,Unsolicited proposals accepted,Unknown,[],,,,,,,,,,[],,,,,,,"{""Digital Health (+AI)"":4,""Research"":4,""Democracy & Civic Participation"":4,""Human Rights & Justice"":4}",,,,,,,,,,,,Private Foundation & Philanthropic Organization,no,
35,Korea International Cooperation Agency,KOICA,korea international cooperation agency,Korea International Cooperation Agency,Bilaterals / government development agencies,https://www.koica.go.kr/koica_en/,yes,yes,Yes — via competitive RFP / invited proposal,,yes,yes,,,,,,,Active,"[""Global"",""Africa"",""LMICs""]",,,"[""Health Financing"",""Basic Education"",""Digital Health (+AI)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants"",""Technical assistance"",""Procurement / contracts""]",medium,Eligibility requirements vary by call/RFP; use the opportunity package as binding source before application.,Official website and opportunity/policy page identified; field-level eligibility remains call-specific unless captured from a binding call package.,,https://www.koica.go.kr/koica_en/3449/subview.do; https://www.koica.go.kr/koica_en/,2026-06-24T00:00:00+01:00,,South Korea,,,,,,,,,Computed from USD-denominated funding ranges in uploaded Master Funding Matrix. Not a definitive award-history statistic; verify against each donor grant database/CFP.,official_source_cross_checked,2026-06-24,donor_or_funder,,,,,,,,,,,Ad hoc / by announcement,,Competitive tender / RFP,Unknown,[],,,1991,,,,,,,[],,,,,,,"{""Digital Health (+AI)"":5,""Basic Education"":5,""Health Financing"":5}",,,,,,,,,,,,Institutional Donor / Government Development Agency,no,
